"HYDROGENERAL","Please don't change this row, otherwise this file may not be valid anymore!"
ScheduleMode: 1-UseGivenSchedule; 2-PeakShaving; 3-LoadFollowing
"Generator Name","CurveName","ScheduleMode","Multiplier","Capacity","Spillage","RampUpRate","RampDownRate","FOR","OutageDuration","ReserveContribution","Automatically_Calculate_K_and_p_Factors","Bank","ModelType"
"Forrest_Kerr1","None","3",.00235,"23.5",#FALSE#,"15.67","15.67","0","1",".15",#TRUE#,#FALSE#,"NA"
"Barr_Creek_2","NA","3",.0002,"2",#FALSE#,"1.33","1.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Barr_Creek_1","NA","3",.0002,"2",#FALSE#,"1.33","1.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Skookum_Crk2","NA","3",.00146,"14.6",#FALSE#,"9.73","9.73","0","1",".5",#TRUE#,#FALSE#,"NA"
"Skookum_Crk1","NA","3",.00146,"14.6",#FALSE#,"9.73","9.73","0","1",".5",#TRUE#,#FALSE#,"NA"
"Chickwat_1","NA","3",.0019,"19",#FALSE#,"12.67","12.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ramonas_U_1","NA","3",.0007,"7",#FALSE#,"4.67","4.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ramonas_L_1","NA","3",.0007,"7",#FALSE#,"4.67","4.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"CullitonCreek2","NA","3",.00075,"7.5",#FALSE#,"5","5","0","1",".5",#TRUE#,#FALSE#,"NA"
"CullitonCreek1","NA","3",.00075,"7.5",#FALSE#,"5","5","0","1",".5",#TRUE#,#FALSE#,"NA"
"BoxCanyonBC","NA","3",.00147,"14.7",#FALSE#,"9.8","9.8","0","1",".5",#TRUE#,#FALSE#,"NA"
"BoulderCreek2","None","3",.000767,"7.67",#FALSE#,"5.11","5.11","0","1",".3333",#TRUE#,#FALSE#,"NA"
"BoulderCreek1","None","3",.000767,"7.67",#FALSE#,"5.11","5.11","0","1",".3333",#TRUE#,#FALSE#,"NA"
"JimmieCreek2","NA","3",.00331,"33.1",#FALSE#,"22.07","22.07","0","1",".5",#TRUE#,#FALSE#,"NA"
"JimmieCreek1","NA","3",.00331,"33.1",#FALSE#,"22.07","22.07","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper_Lillooet4","NA","3",.00185,"18.5",#FALSE#,"12.33","12.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Upper_Lillooet3","NA","3",.00185,"18.5",#FALSE#,"12.33","12.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Upper_Lillooet2","NA","3",.00185,"18.5",#FALSE#,"12.33","12.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Upper_Lillooet1","NA","3",.00185,"18.5",#FALSE#,"12.33","12.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Trio_1","NA","3",25.5,"25.5",#FALSE#,"9.17","9.17","0","1",".5",#TRUE#,#FALSE#,"NA"
"Bremner1","NA","3",25.5,"25.5",#FALSE#,"7.33","7.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Castle_Creek1","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#TRUE#,#FALSE#,"NA"
"EldoradoResrvr","NA","3",.000113,"1.13",#FALSE#,".75",".75","0","1",".5",#FALSE#,#FALSE#,"NA"
"Dasque_Middle1","NA","3",10.1,"10.1",#FALSE#,"3.33","3.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"MiddleCreek1","NA","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Raging_River2_2","NA","3",.0004,"4",#FALSE#,"2.67","2.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"NW_StaveRiver3","None","3",.0003,"3",#FALSE#,"2","2","0","1",".3333",#TRUE#,#FALSE#,"NA"
"NW_StaveRiver2","None","3",.00072,"7.2",#FALSE#,"4.8","4.8","0","1",".3333",#TRUE#,#FALSE#,"NA"
"L_Bonnington_1","None","3",.0016,"16",#FALSE#,"10.67","10.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"L_Bonnington_2","None","3",.0016,"16",#FALSE#,"10.67","10.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"L_Bonnington_3","None","3",.0014,"14",#FALSE#,"9.33","9.33","0","1",".3333",#TRUE#,#FALSE#,"NA"
"U_Bonnington_1","None","3",.00055,"5.5",#FALSE#,"3.67","3.67","0","1",".1667",#TRUE#,#FALSE#,"NA"
"U_Bonnington_2","None","3",.00055,"5.5",#FALSE#,"3.67","3.67","0","1",".1667",#TRUE#,#FALSE#,"NA"
"U_Bonnington_3","None","3",.00055,"5.5",#FALSE#,"3.67","3.67","0","1",".1667",#TRUE#,#FALSE#,"NA"
"U_Bonnington_4","None","3",.00055,"5.5",#FALSE#,"3.67","3.67","0","1",".1667",#TRUE#,#FALSE#,"NA"
"U_Bonnington_5","None","3",.0022,"22",#FALSE#,"14.67","14.67","0","1",".1667",#TRUE#,#FALSE#,"NA"
"U_Bonnington_6","None","3",.0019,"19",#FALSE#,"12.67","12.67","0","1",".1667",#TRUE#,#FALSE#,"NA"
"S_Slocan_1","None","3",.0019,"19",#FALSE#,"12.67","12.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"S_Slocan_2","None","3",.0019,"19",#FALSE#,"12.67","12.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"S_Slocan_3","None","3",.0019,"19",#FALSE#,"12.67","12.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Corra_Linn_1","None","3",.0017,"17",#FALSE#,"11.33","11.33","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Corra_Linn_2","None","3",.0017,"17",#FALSE#,"11.33","11.33","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Corra_Linn_3","None","3",.0017,"17",#FALSE#,"11.33","11.33","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Arrow_Lake1","NA","3",.00925,"92.5",#FALSE#,"61.67","61.67","0","1",".5",#FALSE#,#FALSE#,"NA"
"Arrow_Lake2","NA","3",.00925,"92.5",#FALSE#,"61.67","61.67","0","1",".5",#FALSE#,#FALSE#,"NA"
"Brilliant1","NA","3",.00375,"37.5",#FALSE#,"25","25","0","1",".2",#TRUE#,#FALSE#,"NA"
"Brilliant2","NA","3",.00375,"37.5",#FALSE#,"25","25","0","1",".2",#TRUE#,#FALSE#,"NA"
"Brilliant3","NA","3",.00375,"37.5",#FALSE#,"25","25","0","1",".2",#TRUE#,#FALSE#,"NA"
"Brilliant4","NA","3",.00375,"37.5",#FALSE#,"25","25","0","1",".2",#TRUE#,#FALSE#,"NA"
"BrilliantExp","NA","3",.01275,"127.5",#FALSE#,"85","85","0","1",".2",#TRUE#,#FALSE#,"NA"
"Waneta1","NA","3",.012,"120",#FALSE#,"80","80","0","1",".25",#TRUE#,#FALSE#,"NA"
"Waneta2","NA","3",.012,"120",#FALSE#,"80","80","0","1",".25",#TRUE#,#FALSE#,"NA"
"Waneta3","NA","3",.012,"120",#FALSE#,"80","80","0","1",".25",#TRUE#,#FALSE#,"NA"
"Waneta4","NA","3",.012,"120",#FALSE#,"80","80","0","1",".25",#TRUE#,#FALSE#,"NA"
"Rundle1_1","NA","3",.0017,"17",#FALSE#,"11.33","11.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Irrican","HY_Irrican_2028[05]","1",.0007,"7",#FALSE#,"4.67","4.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Waterton_Dam","HY_Generic_2028[Keswick09]","1",.00027,"2.7",#FALSE#,"1.8","1.8","0","1",".5",#FALSE#,#FALSE#,"NA"
"St_Marys_Dam","HY_Generic_2028[Keswick09]","1",.00023,"2.3",#FALSE#,"1.53","1.53","0","1",".5",#FALSE#,#FALSE#,"NA"
"Belly_River","HY_Generic_2028[Keswick09]","1",.00027,"2.7",#FALSE#,"1.8","1.8","0","1",".5",#FALSE#,#FALSE#,"NA"
"Raymond","HY_RayRes_2028[05]","1",.002,"20",#FALSE#,"13.33","13.33","0","1",".5",#FALSE#,#FALSE#,"NA"
"ChinChute_Hydro","HY_ChinChute_2028[05]","1",.0012,"12",#FALSE#,"8","8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Three_Sisters_1","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#TRUE#,#FALSE#,"NA"
"Interlakes_1","NA","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Barrier","NA","3",.00112,"11.2",#FALSE#,"7.47","7.47","0","1",".5",#TRUE#,#FALSE#,"NA"
"POCATERA_1","HY_Generic_2028[Keswick09]","1",.0012,"12",#FALSE#,"8","8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Rundle2_2","NA","3",.003,"30",#FALSE#,"20","20","0","1",".5",#TRUE#,#FALSE#,"NA"
"Kananaskis3_HY3","None","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Kananaskis2_HY2","None","3",.00045,"4.5",#FALSE#,"3","3","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Kananaskis1_1","None","3",.00045,"4.5",#FALSE#,"3","3","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Spray2_1","NA","3",.0046,"46",#FALSE#,"30.67","30.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Bearspaw_1","NA","3",.0017,"17",#FALSE#,"11.33","11.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"GHOST4_4","NA","3",.0028,"28",#FALSE#,"18.67","18.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"GHOST3_3","NA","3",.0016,"16",#FALSE#,"10.67","10.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"GHOST2_2","NA","3",.0016,"16",#FALSE#,"10.67","10.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Cascade2_2","NA","3",.0018,"18",#FALSE#,"12","12","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cascade1_1","NA","3",.0017,"17",#FALSE#,"11.33","11.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Spray1_1","NA","3",.0046,"46",#FALSE#,"30.67","30.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Horseshoe4_HY4","NA","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Horseshoe3_HY3","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".25",#TRUE#,#FALSE#,"NA"
"Horseshoe2_HY2","NA","3",.0003,"3",#FALSE#,"2","2","0","1",".25",#TRUE#,#FALSE#,"NA"
"Horseshoe1_HY1","NA","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Oldman11","HY_OldmanRiver_2028[05]","1",.0032,"32",#FALSE#,"21.33","21.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Oldman_2_2","HY_OldmanRiver_2028[05]","1",.0032,"32",#FALSE#,"21.33","21.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Swan_Falls_2","NA","3",.00125,"12.5",#FALSE#,"8.33","8.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Swan_Falls_1","NA","3",.00125,"12.5",#FALSE#,"8.33","8.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"ShoshnFalls1","None","3",.0012,"12",#FALSE#,"8","8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Oxbow_OR_4","NA","3",.022,"55.4",#FALSE#,"146.67","146.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Oxbow_OR_3","NA","3",.022,"55.4",#FALSE#,"146.67","146.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Oxbow_OR_2","NA","3",.022,"55.4",#FALSE#,"146.67","146.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Oxbow_OR_1","NA","3",.022,"55.4",#FALSE#,"146.67","146.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"LuckyPeak133","None","3",.001125,"11.25",#FALSE#,"7.5","7.5","0","1",".3333",#TRUE#,#FALSE#,"NA"
"LuckyPeak132","None","3",.0045,"45",#FALSE#,"30","30","0","1",".3333",#TRUE#,#FALSE#,"NA"
"LuckyPeak131","None","3",.0015,"15",#FALSE#,"10","10","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Lower_Malad_1","HY_Generic_2028[Keswick09]","3",.00135,"13.5",#FALSE#,"9","9","0","1",".5",#TRUE#,#FALSE#,"NA"
"S_E_Hazelton1","None","3",.00065,"6.5",#FALSE#,"1.8","1.8","0","1",".3333",#TRUE#,#FALSE#,"NA"
"BlackCanyon1","NA","3",.0006,"6",#FALSE#,"4","4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Clear_Lake_ID","NA","3",.00025,"15",#FALSE#,"10","10","0","1",".5",#TRUE#,#FALSE#,"NA"
"AmericanFalls1","None","3",.003078,"30.78",#FALSE#,"20.52","20.52","0","1",".3333",#TRUE#,#FALSE#,"NA"
"AmericanFalls2","None","3",.003078,"30.78",#FALSE#,"20.52","20.52","0","1",".3333",#TRUE#,#FALSE#,"NA"
"AmericanFalls3","None","3",.003078,"30.78",#FALSE#,"20.52","20.52","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Thompson_Falls2","None","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".15",#TRUE#,#FALSE#,"NA"
"Thompson_Falls6","None","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".15",#TRUE#,#FALSE#,"NA"
"Thompson_Falls5","None","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".15",#TRUE#,#FALSE#,"NA"
"Thompson_Falls4","None","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".15",#TRUE#,#FALSE#,"NA"
"Kerr_KER2","None","3",.00504,"50.4",#FALSE#,"33.6","33.6","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Holter_HOL4","NA","3",.00096,"9.6",#FALSE#,"6.4","6.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Holter_HOL3","NA","3",.00096,"9.6",#FALSE#,"6.4","6.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Holter_HOL2","NA","3",.00096,"9.6",#FALSE#,"6.4","6.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Ryan6","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Ryan5","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Thompson_Falls7","None","3",.00571,"57.1",#FALSE#,"38.07","38.07","0","1",".15",#TRUE#,#FALSE#,"NA"
"Morony_MOR2","NA","3",.00225,"22.5",#FALSE#,"15","15","0","1",".5",#TRUE#,#FALSE#,"NA"
"Morony_MOR1","NA","3",.00225,"22.5",#FALSE#,"15","15","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cochrane_COC2","NA","3",.0032,"32",#FALSE#,"21.33","21.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cochrane_COC1","NA","3",.0032,"32",#FALSE#,"21.33","21.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ryan3","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Ryan1","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".1667",#TRUE#,#FALSE#,"NA"
"BlackEagle3","None","3",.00084,"8.4",#FALSE#,"5.6","5.6","0","1",".3333",#TRUE#,#FALSE#,"NA"
"BlackEagle2","None","3",.00078,"7.8",#FALSE#,"5.2","5.2","0","1",".3333",#TRUE#,#FALSE#,"NA"
"BlackEagle1","None","3",.00078,"7.8",#FALSE#,"5.2","5.2","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Canyon_Ferry_1","HY_CanyonFerry_2028[05]","3",.00166,"16.6",#FALSE#,"11.07","11.07","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Holter_HOL1","NA","3",.00096,"9.6",#FALSE#,"6.4","6.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Kerr_KER3","None","3",.00866,"86.6",#FALSE#,"57.73","57.73","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Kerr_KER1","None","3",.00706,"70.6",#FALSE#,"47.07","47.07","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Thompson_Falls3","None","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".15",#TRUE#,#FALSE#,"NA"
"Thompson_Falls1","None","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".15",#TRUE#,#FALSE#,"NA"
"Tiber_Dam","HY_Generic_2028[Keswick09]","1",.00075,"7.5",#FALSE#,"5","5","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cutler_1","HY_Cutler_2028[09]","3",.0015,"15",#FALSE#,"10","10","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cutler_2","HY_Cutler_2028[09]","3",.0015,"15",#FALSE#,"10","10","0","1",".5",#TRUE#,#FALSE#,"NA"
"Gem_State_1","NA","3",.00226,"22.6",#FALSE#,"15.07","15.07","0","1",".5",#TRUE#,#FALSE#,"NA"
"Grace_3","None","3",.0011,"11",#FALSE#,"7.33","7.33","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Grace_4","None","3",.0011,"11",#FALSE#,"7.33","7.33","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Grace_5","None","3",.0011,"11",#FALSE#,"7.33","7.33","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Oneida_2","None","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Oneida_3","None","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Oneida_1","None","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Palisades_1","NA","3",.00441,"44.1",#FALSE#,"29.4","29.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Palisades_2","NA","3",.00441,"44.1",#FALSE#,"29.4","29.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Palisades_3","NA","3",.00441,"44.1",#FALSE#,"29.4","29.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Palisades_4","NA","3",.00441,"44.1",#FALSE#,"29.4","29.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"Soda_1","NA","3",.0007,"7",#FALSE#,"4.67","4.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Soda_2","NA","3",.0007,"7",#FALSE#,"4.67","4.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Boysen2","HY_Boysen_2028[05]","1",.00075,"7.5",#FALSE#,"5","5","0","1",".5",#TRUE#,#FALSE#,"NA"
"Boysen1","HY_Boysen_2028[05]","1",.00075,"7.5",#FALSE#,"5","5","0","1",".5",#TRUE#,#FALSE#,"NA"
"BigThompson","NA","3",.00045,"4.5",#FALSE#,"3","3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Mojave_Siphon_1","None","3",.00115,"11.5",#FALSE#,"7.67","7.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"MammothPool1","None","3",.00935,"93.5",#FALSE#,"63.33","63.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"BigCreek81","None","3",.003,"30",#TRUE#,"20","20","0","1",".5",#TRUE#,#FALSE#,"NA"
"BigCreek41","None","3",.005,"50",#FALSE#,"33.33","33.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"BigCreek31","None","3",.0034,"34",#TRUE#,"22.67","22.67","0","1",".2",#TRUE#,#FALSE#,"NA"
"BigCreek2A1","None","3",.0017,"17",#TRUE#,"36.67","36.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"BigCreek23","None","3",.00157,"15.7",#TRUE#,"10.47","10.47","0","1",".25",#TRUE#,#FALSE#,"NA"
"BigCreek11","None","3",.00198,"19.8",#TRUE#,"13.2","13.2","0","1",".25",#TRUE#,#FALSE#,"NA"
"Alamo_1","HY_BishopCreek_2028[05]","3",.0018,"18",#TRUE#,"12","12","0","1",".5",#TRUE#,#FALSE#,"NA"
"W_E_Warne_1","HY_WEWarne_2028[09]","3",.00391,"39.1",#FALSE#,"26.07","26.07","0","1",".5",#TRUE#,#FALSE#,"NA"
"DevilCanyon1","HY_DevilCnyn_2028[09]","3",.006,"60",#TRUE#,"40","40","0","1",".25",#TRUE#,#FALSE#,"NA"
"Merced_Falls_1","HY_MercedRiver_2028[09]","3",.00035,"3.5",#FALSE#,"2.33","2.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"AGWishon1","HY_SanJoachinWishon_2028[09]","3",.00056,"5.6",#TRUE#,"3.73","3.73","0","1",".25",#TRUE#,#FALSE#,"NA"
"Kern_Canyon_1","HY_Kern_River_2028[05]","3",.00115,"11.5",#FALSE#,"7.67","7.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Camanche_1","HY_MokelumneRiver_2028[09]","3",.000333,"3.33",#TRUE#,"2.22","2.22","0","1",".3333",#TRUE#,#FALSE#,"NA"
"IndianValley","HY_EelRiver_2028[09]","1",.00029,"2.9",#FALSE#,"3.33","3.33","0","1",".5",#FALSE#,#FALSE#,"NA"
"CloverCreek","HY_BattleRiver_2028[09]","1",.0001,"1",#TRUE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"Grizzly_NA1","HY_NFeatherCaribou_2028[09]","3",.002,"20",#TRUE#,"13.33","13.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"French_Meadows","HY_MiddleForkYuba_2028[05]","3",.0016,"16",#TRUE#,"12","12","0","1",".5",#TRUE#,#FALSE#,"NA"
"Monticello_1","HY_Monticlo_2028[09]","3",.000543,"5.43",#FALSE#,"3.62","3.62","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Lookout_Point_1","HY_LooktPnt_2028[09]","3",.004,"40",#FALSE#,"26.67","26.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"H_M_Jackson_1","None","3",.00475,"47.5",#FALSE#,"31.67","31.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"QuincyChute","None","3",.00094,"9.4",#FALSE#,"6.27","6.27","0","1",".5",#TRUE#,#FALSE#,"NA"
"Carmen_Smith_1","None","3",.00522,"52.2",#FALSE#,"34.8","34.8","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Ross_41","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".25",#TRUE#,#FALSE#,"NA"
"Boundary51","None","3",.01584,"158.4",#FALSE#,"105.6","105.6","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Summer_Falls1","None","3",.0047,"47",#FALSE#,"31.33","31.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Summer_Falls2","None","3",.0047,"47",#FALSE#,"31.33","31.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"LaGrande_1","None","3",.0006,"6",#FALSE#,"4","4","0","1",".2",#TRUE#,#FALSE#,"NA"
"BoxCanyonAVA1","None","3",.00225,"22.5",#FALSE#,"15","15","0","1",".25",#TRUE#,#FALSE#,"NA"
"Little_Falls_1","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Long_Lake_1","None","3",.00175,"17.5",#FALSE#,"11.67","11.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"NineMile2Exp","None","3",.00091,"9.1",#FALSE#,"6.07","6.07","0","1",".25",#TRUE#,#FALSE#,"NA"
"NineMile3","None","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"NineMile4","None","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Noxon_Rapids_5","None","3",.0114,"114",#FALSE#,"76","76","0","1",".2",#TRUE#,#FALSE#,"NA"
"Post_Falls_1","None","3",.00022,"2.2",#FALSE#,"1.47","1.47","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Upriver_Dam1","None","3",.0002,"2",#FALSE#,"1.33","1.33","0","1",".2",#TRUE#,#FALSE#,"NA"
"Libby_1","HY_Libby_2028[09]","3",.0105,"105",#FALSE#,"70","70","0","1",".2",#TRUE#,#FALSE#,"NA"
"Foster_1","HY_Foster_2028[09]","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"River_Mill_1","None","3",.00033,"5",#FALSE#,"2.2","2.2","0","1",".2",#TRUE#,#FALSE#,"NA"
"Faraday_1","None","3",.00031,"3.1",#FALSE#,"2.07","2.07","0","1",".1667",#FALSE#,#FALSE#,"NA"
"LowerBaker4","None","3",.008075,"80.75",#FALSE#,"53.83","53.83","0","1",".5",#TRUE#,#FALSE#,"NA"
"LostCreek_OR1","HY_LostCrk_2028[09]","3",.00245,"24.5",#FALSE#,"16.33","16.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cougar_1","HY_Cougar_2028[09]","3",.0014,"14",#FALSE#,"9.33","9.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"HillsCreek1","HY_HillsCrk_2028[09]","3",.0015,"15",#FALSE#,"10","10","0","1",".5",#TRUE#,#FALSE#,"NA"
"Hungry_Horse_1","HY_HungryH_2028[09]","3",.0107,"107",#FALSE#,"71.33","71.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Green_Peter_1","HY_GreenPet_2028[05]","3",.004,"40",#FALSE#,"26.67","26.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Dworshak_1","HY_Dworshk_2028[05]","3",.009,"90",#FALSE#,"60","60","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Detroit_1","HY_Detroit_2028[09]","3",.005,"50",#FALSE#,"33.33","33.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cowlitz_Falls1","None","3",.0035,"35",#FALSE#,"23.33","23.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"AlbeniFalls1","HY_AlbeniFalls_2028[09]","3",.00142,"14.2",#FALSE#,"9.47","9.47","0","1",".3333",#TRUE#,#FALSE#,"NA"
"GordonMShrum01","None","3",.0305,"305",#FALSE#,"203.33","203.33","0","1",".15",#FALSE#,#FALSE#,"NA"
"BridgeRiver1","None","3",.00515,"51.5",#FALSE#,"34.33","34.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"BridgeRiver2","None","3",.00515,"51.5",#FALSE#,"34.33","34.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"BridgeRiver3","None","3",.00515,"51.5",#FALSE#,"34.33","34.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"BridgeRiver4","None","3",.00515,"51.5",#FALSE#,"34.33","34.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"BrazeauHydro1","None","3",.0162,"162",#FALSE#,"108","108","0","1",".5",#TRUE#,#FALSE#,"NA"
"Bighorn_1","None","3",.006,"60",#FALSE#,"40","40","0","1",".5",#TRUE#,#FALSE#,"NA"
"Dickson_Dam1","None","3",.00056,"5.6",#FALSE#,"3.73","3.73","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Upper_Salmon3","None","3",.000825,"8.25",#FALSE#,"5.5","5.5","0","1",".25",#TRUE#,#FALSE#,"NA"
"Upper_Salmon1","None","3",.0009,"9",#FALSE#,"6","6","0","1",".25",#TRUE#,#FALSE#,"NA"
"Twin_Falls_1","None","3",.000843,"8.43",#FALSE#,"5.62","5.62","0","1",".5",#TRUE#,#FALSE#,"NA"
"C_J_Strike_1","None","3",.00276,"27.6",#FALSE#,"18.4","18.4","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Minidoka_6","None","3",.00027,"2.7",#FALSE#,"1.8","1.8","0","1",".25",#TRUE#,#FALSE#,"NA"
