"HYDROGENERAL","Please don't change this row, otherwise this file may not be valid anymore!"
ScheduleMode: 1-UseGivenSchedule; 2-PeakShaving; 3-LoadFollowing
"Generator Name","CurveName","ScheduleMode","Multiplier","Capacity","Spillage","RampUpRate","RampDownRate","FOR","OutageDuration","ReserveContribution","Automatically_Calculate_K_and_p_Factors","Bank","ModelType"
"Rollins","HY_MiddleForkYuba_2028[05]","3",.00135,"13.5",#TRUE#,"9","9","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ross_42","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".25",#TRUE#,#FALSE#,"NA"
"Ross_43","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".25",#TRUE#,#FALSE#,"NA"
"Ross_44","None","3",.01125,"112.5",#FALSE#,"75","75","0","1",".25",#TRUE#,#FALSE#,"NA"
"Rush_Creek_1","HY_BishopCreek_2028[05]","3",.000513,"30",#TRUE#,"20","20","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ryan2","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ryan4","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"San_Joaquin_2_1","HY_SanJoachinWishon_2028[09]","1",.00032,"3.2",#TRUE#,"2.13","2.13","0","1",".5",#TRUE#,#FALSE#,"NA"
"San_Joaquin_3_3","HY_SanJoachinWishon_2028[09]","1",.00042,"4.2",#TRUE#,"2.8","2.8","0","1",".5",#TRUE#,#FALSE#,"NA"
"SanJoaquin1A","HY_SanJoachinWishon_2028[09]","1",.00004,".4",#TRUE#,".27",".27","0","1",".5",#TRUE#,#FALSE#,"NA"
"South_1","HY_BattleRiver_2028[09]","3",.00071,"7.1",#TRUE#,"4.73","4.73","0","1",".5",#TRUE#,#FALSE#,"NA"
"Stagecoach","HY_Generic_2028[Keswick09]","3",.00008,".82",#FALSE#,".6",".6","0","1",".5",#FALSE#,#FALSE#,"NA"
"TaylorHydro","HY_Taylor_2028[05]","1",.00137,"13.7",#FALSE#,"9.33","9.33","0","1",".5",#FALSE#,#FALSE#,"NA"
"Toketee_Falls_2","HY_Toketee_2028[09]","3",.001467,"14.67",#FALSE#,"9.78","9.78","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Toketee_Falls_3","HY_Toketee_2028[09]","3",.001467,"14.67",#FALSE#,"9.78","9.78","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Trail_Bridge","HY_Generic_2028[Keswick09]","1",.001,"10",#FALSE#,"6.67","6.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Twin_Falls_2","None","3",.00443,"44.3",#FALSE#,"29.53","29.53","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper_Salmon2","None","3",.0009,"9",#FALSE#,"6","6","0","1",".25",#TRUE#,#FALSE#,"NA"
"Upper_Salmon4","None","3",.000825,"8.25",#FALSE#,"5.5","5.5","0","1",".25",#TRUE#,#FALSE#,"NA"
"Upriver_Dam2","None","3",.0002,"2",#FALSE#,"1.33","1.33","0","1",".2",#TRUE#,#FALSE#,"NA"
"Upriver_Dam3","None","3",.0002,"2",#FALSE#,"1.33","1.33","0","1",".2",#TRUE#,#FALSE#,"NA"
"Upriver_Dam4","None","3",.000585,"5.85",#FALSE#,"3.9","3.9","0","1",".2",#TRUE#,#FALSE#,"NA"
"Upriver_Dam5","None","3",.000585,"5.85",#FALSE#,"3.9","3.9","0","1",".2",#TRUE#,#FALSE#,"NA"
"Volta_2_1","HY_BattleRiver_2028[09]","3",.0001,"1",#TRUE#,".67",".67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Volta11","HY_BattleRiver_2028[09]","3",.00091,"9.1",#TRUE#,"6.07","6.07","0","1",".5",#TRUE#,#FALSE#,"NA"
"W_E_Warne_2","HY_WEWarne_2028[09]","3",.00391,"39.1",#TRUE#,"26.07","26.07","0","1",".5",#TRUE#,#FALSE#,"NA"
"WestPoint_1","HY_MokelumneRiver_2028[09]","3",.0014,"14",#TRUE#,"9.33","9.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"WilsonLake1","None","3",.00073,"7.3",#FALSE#,"2.8","2.8","0","1",".5",#FALSE#,#FALSE#,"NA"
"StonyGorge1","None","3",.00025,"2.5",#TRUE#,"1.67","1.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"StonyGorge2","None","3",.00025,"2.5",#TRUE#,"1.67","1.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Prospect4","None","3",.0001,"1",#FALSE#,".67",".67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Prospect1","None","3",.000376,"3.76",#FALSE#,"2.51","2.51","0","1",".5",#TRUE#,#FALSE#,"NA"
"Prospect22","None","3",.0016,"16",#FALSE#,"10.67","10.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Prospect3","None","3",.00072,"7.2",#FALSE#,"4.8","4.8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Prospect21","None","3",.0016,"16",#FALSE#,"10.67","10.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Gorge21","None","3",.00368,"36.8",#FALSE#,"24.53","24.53","0","1",".25",#TRUE#,#FALSE#,"NA"
"Gorge22","None","3",.00368,"36.8",#FALSE#,"24.53","24.53","0","1",".25",#TRUE#,#FALSE#,"NA"
"Gorge23","None","3",.00368,"36.8",#FALSE#,"24.53","24.53","0","1",".25",#TRUE#,#FALSE#,"NA"
"Gorge24","None","3",.00969,"96.9",#FALSE#,"64.6","64.6","0","1",".25",#TRUE#,#FALSE#,"NA"
"CabinetGorge1","HY_CabGorge_2028[05]","3",.00594,"59.4",#FALSE#,"39.6","39.6","0","1",".25",#TRUE#,#FALSE#,"NA"
"CabinetGorge2","HY_CabGorge_2028[05]","3",.00732,"73.2",#FALSE#,"48.8","48.8","0","1",".25",#TRUE#,#FALSE#,"NA"
"CabinetGorge3","HY_CabGorge_2028[05]","3",.00732,"73.2",#FALSE#,"48.8","48.8","0","1",".25",#TRUE#,#FALSE#,"NA"
"CabinetGorge4","HY_CabGorge_2028[05]","3",.00594,"59.4",#FALSE#,"39.6","39.6","0","1",".25",#TRUE#,#FALSE#,"NA"
"CoveHydro1","None","3",.0005,"5",#TRUE#,"3.33","3.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"TietonDamHydroUNIT1","None","3",.00069,"6.9",#FALSE#,"4.6","4.6","0","1",".5",#TRUE#,#FALSE#,"NA"
"C_J_Strike_2","HY_Generic_2028[Keswick09]","3",.00276,"27.6",#FALSE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"C_J_Strike_3","HY_Generic_2028[Keswick09]","3",.00276,"27.6",#FALSE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"NineMile1Exp","HY_Generic_2028[Keswick09]","3",.00113,"11.3",#FALSE#,"20","20","0","1","1",#TRUE#,#FALSE#,"NA"
"OpalSpringsHydro1","HY_Generic_2028[Keswick09]","1",.00043,"4.3",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"WestSide","HY_Generic_2028[Keswick09]","1",.00006,".6",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"zzebraLOI6G1","None","3",1,"19.35",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"zzebraLOI6G2","NA","2",1,"0",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"PtarminganCreek3","None","3",1,"1.2",#FALSE#,"20","20","0","1","1",#FALSE#,#FALSE#,"NA"
"FortPeck1","HY_FtPeck_2028[05]","3",.00435,"43.5",#FALSE#,"29","29","0","1",".3333",#TRUE#,#FALSE#,"NA"
"FortPeck2","HY_FtPeck_2028[05]","3",.00183,"18.3",#FALSE#,"12.2","12.2","0","1",".3333",#TRUE#,#FALSE#,"NA"
"EdwardCHyatt2a","None","3",.012115,"121.15",#TRUE#,"80.76667","80.76667","0","1",".3333",#TRUE#,#FALSE#,"NA"
"EdwardCHyatt4a","None","3",.012115,"121.15",#TRUE#,"80.76667","80.76667","0","1",".3333",#TRUE#,#FALSE#,"NA"
"EdwardCHyatt6a","None","3",.012115,"121.15",#TRUE#,"80.76667","80.76667","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Abiquiu 13","None","3",.00138,"13.8",#FALSE#,"9.2","9.2","0","1",".3333",#TRUE#,#FALSE#,"NA"
"El Vado Dam","None","3",.00095,"9.5",#FALSE#,"6.3","6.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Elephant Butte 1","HY_EleButte_2028[05]","1",.00104,"10.35",#FALSE#,"6.9","6.9","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Elephant Butte 2","HY_EleButte_2028[05]","1",.00104,"10.35",#FALSE#,"6.9","6.9","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Elephant Butte 3","HY_EleButte_2028[05]","1",.00104,"10.35",#FALSE#,"6.9","6.9","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Horse Mesa HM1","None","3",.001,"10",#FALSE#,"6.7","6.7","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Horse Mesa HM2","None","3",.001,"10",#FALSE#,"6.7","6.7","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Horse Mesa HM3","None","3",.001,"10",#FALSE#,"6.7","6.7","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Mormon Flat 1","None","3",.00115,"11.5",#FALSE#,"7.7","7.7","0","1",".5",#TRUE#,#FALSE#,"NA"
"Stewart Mountain","None","3",.0013,"13",#FALSE#,"8.7","8.7","0","1",".5",#TRUE#,#FALSE#,"NA"
"Davis Dam 1","HY_Davis_2028[05]","3",.0052,"52",#FALSE#,"34.7","34.7","0","1",".2",#TRUE#,#FALSE#,"NA"
"Davis Dam 2","HY_Davis_2028[05]","3",.0052,"52",#FALSE#,"34.7","34.7","0","1",".2",#TRUE#,#FALSE#,"NA"
"Davis Dam 3","HY_Davis_2028[05]","3",.0048,"48",#FALSE#,"32","32","0","1",".2",#TRUE#,#FALSE#,"NA"
"Davis Dam 4","HY_Davis_2028[05]","3",.0052,"52",#FALSE#,"34.7","34.7","0","1",".2",#TRUE#,#FALSE#,"NA"
"Davis Dam 5","HY_Davis_2028[05]","3",.0052,"52",#FALSE#,"34.7","34.7","0","1",".2",#TRUE#,#FALSE#,"NA"
"Parker Dam 1","HY_Parker_2028[05]","3",.003,"30",#FALSE#,"20","20","0","1",".25",#TRUE#,#FALSE#,"NA"
"Parker Dam 2","HY_Parker_2028[05]","3",.003,"30",#FALSE#,"20","20","0","1",".25",#TRUE#,#FALSE#,"NA"
"Parker Dam 3","HY_Parker_2028[05]","3",.003,"30",#FALSE#,"20","20","0","1",".25",#TRUE#,#FALSE#,"NA"
"Parker Dam 4","HY_Parker_2028[05]","3",.003,"30",#FALSE#,"20","20","0","1",".25",#TRUE#,#FALSE#,"NA"
"Hoover Dam A3","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam A4","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam A5","None","3",.0127,"127",#FALSE#,"84.7","84.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam A6","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam A7","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam A1","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam A2","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam A8","None","3",.00615,"61.5",#FALSE#,"41","41","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam A9","None","3",.00685,"68.5",#FALSE#,"45.7","45.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam N1","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam N2","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam N3","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam N4","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam N5","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam N6","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam N7","None","3",.0127,"127",#FALSE#,"84.7","84.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Hoover Dam N8","None","3",.013,"130",#FALSE#,"86.7","86.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Headgate Rock 1","None","3",.00065,"6.5",#FALSE#,"4.3","4.3","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Headgate Rock 2","None","3",.00065,"6.5",#FALSE#,"4.3","4.3","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Headgate Rock 3","None","3",.00065,"6.5",#FALSE#,"4.3","4.3","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Navajo Dam 1","None","3",.0016,"16",#FALSE#,"10.7","10.7","0","1",".5",#TRUE#,#FALSE#,"NA"
"Navajo Dam 2","None","3",.0016,"16",#FALSE#,"10.7","10.7","0","1",".5",#TRUE#,#FALSE#,"NA"
"Pilot Knob 1","None","3",.00165,"16.5",#TRUE#,"11","11","0","1",".5",#TRUE#,#FALSE#,"NA"
"Pilot Knob 2","None","3",.00165,"16.5",#TRUE#,"11","11","0","1",".5",#TRUE#,#FALSE#,"NA"
"Drop 31","None","3",.0006,"6",#TRUE#,"4","4","0","1",".5",#TRUE#,#FALSE#,"NA"
"Drop 32","None","3",.0004,"4",#TRUE#,"2.7","2.7","0","1",".5",#TRUE#,#FALSE#,"NA"
"Drop 41","None","3",.00098,"9.8",#TRUE#,"6.5","6.5","0","1",".5",#TRUE#,#FALSE#,"NA"
"Drop 42","None","3",.00098,"9.8",#TRUE#,"6.5","6.5","0","1",".5",#TRUE#,#FALSE#,"NA"
"Drop 1","None","3",.00058,"5.8",#TRUE#,"3.9","3.9","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Drop 21","None","3",.0005,"5",#TRUE#,"3.3","3.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Drop 22","None","3",.0005,"5",#TRUE#,"3.3","3.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Drop 5","None","3",.0004,"4",#TRUE#,"2.7","2.7","0","1",".5",#TRUE#,#FALSE#,"NA"
"East Highline","None","3",.00011,"1.1",#TRUE#,".7",".7","0","1",".5",#TRUE#,#FALSE#,"NA"
"Castaic 7","None","3",.0056,"56",#TRUE#,"37.3","37.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper Gorge","None","3",.00375,"37.5",#TRUE#,"25","25","0","1",".5",#TRUE#,#FALSE#,"NA"
"Middle Gorge","None","3",.00375,"37.5",#TRUE#,"25","25","0","1",".5",#TRUE#,#FALSE#,"NA"
"Control Gorge 1","None","3",.00375,"37.5",#TRUE#,"25","25","0","1",".5",#TRUE#,#FALSE#,"NA"
"San Francisquito 11","None","3",.0027,"27",#TRUE#,"18","18","0","1",".25",#TRUE#,#FALSE#,"NA"
"San Francisquito 13","None","3",.001,"10",#TRUE#,"6.7","6.7","0","1",".25",#TRUE#,#FALSE#,"NA"
"San Francisquito 14","None","3",.0012,"12",#TRUE#,"8","8","0","1",".25",#TRUE#,#FALSE#,"NA"
"San Francisquito 16","None","3",.0027,"27",#TRUE#,"18","18","0","1",".25",#TRUE#,#FALSE#,"NA"
"San Francisquito 21","None","3",0,"0",#TRUE#,"0","0","0","1",".3333",#FALSE#,#FALSE#,"NA"
"San Francisquito 22","None","3",.0014,"14",#TRUE#,"9.3","9.3","0","1",".3333",#TRUE#,#FALSE#,"NA"
"San Francisquito 23","None","3",.00173,"17.3",#TRUE#,"12","12","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Pleasant Valley","None","3",.00032,"3.2",#TRUE#,"2.1","2.1","0","1",".5",#TRUE#,#FALSE#,"NA"
"Big Pine","None","3",.00024,"2.4",#TRUE#,"1.6","1.6","0","1",".5",#TRUE#,#FALSE#,"NA"
"Division Creek","None","3",.00006,".6",#TRUE#,".4",".4","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cottonwood 1","None","3",.00008,".75",#TRUE#,".5",".5","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cottonwood 2","None","3",.00008,".75",#TRUE#,".5",".5","0","1",".5",#TRUE#,#FALSE#,"NA"
"Haiwee 1","None","3",.00028,"2.8",#TRUE#,"1.9","1.9","0","1",".5",#TRUE#,#FALSE#,"NA"
"Haiwee 2","None","3",.00027,"2.7",#TRUE#,"1.8","1.8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Camino 1","HY_SMUDHydro_2028[05]","3",.0075,"75",#TRUE#,"50","50","0","1",".5",#TRUE#,#FALSE#,"NA"
"Camino 2","HY_SMUDHydro_2028[05]","3",.0075,"75",#TRUE#,"50","50","0","1",".5",#TRUE#,#FALSE#,"NA"
"Jaybird H1","HY_SMUDHydro_2028[05]","3",.0077,"77",#TRUE#,"51.3","51.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Jaybird H2","HY_SMUDHydro_2028[05]","3",.0077,"77",#TRUE#,"51.3","51.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Jones Fork H1","HY_SMUDHydro_2028[05]","3",.00095,"9.5",#TRUE#,"6.3","6.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Loon Lake","HY_SMUDHydro_2028[05]","3",.0077,"77",#TRUE#,"51.3","51.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Robbs Peak H1","HY_SMUDHydro_2028[05]","3",.00245,"24.5",#TRUE#,"16.3","16.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Union Valley","HY_SMUDHydro_2028[05]","3",.0046,"46",#TRUE#,"30.7","30.7","0","1",".5",#TRUE#,#FALSE#,"NA"
"White Rock 1","HY_SMUDHydro_2028[05]","3",.011,"110",#TRUE#,"73.3","73.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"White Rock 2","HY_SMUDHydro_2028[05]","3",.0125,"125",#TRUE#,"83.3","83.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Maxwell Hydro","None","3",.00001,".07",#FALSE#,".1",".1","0","1",".5",#FALSE#,#FALSE#,"NA"
"Kohler Hydro 12","None","3",.00002,".16",#FALSE#,".1",".1","0","1",".5",#FALSE#,#FALSE#,"NA"
"Hillcrest PS","None","3",.0002,"2",#FALSE#,"1.3","1.3","0","1",".5",#FALSE#,#FALSE#,"NA"
"Sunshine","None","3",.00007,".7",#FALSE#,".5",".5","0","1",".5",#FALSE#,#FALSE#,"NA"
"Yellowtail 1","None","3",.00658,"65.79",#FALSE#,"43.9","43.9","0","1",".25",#TRUE#,#FALSE#,"NA"
"Yellowtail 2","None","3",.00658,"65.79",#FALSE#,"43.9","43.9","0","1",".25",#TRUE#,#FALSE#,"NA"
"Yellowtail 3","None","3",.00658,"65.79",#FALSE#,"43.9","43.9","0","1",".25",#TRUE#,#FALSE#,"NA"
"Yellowtail 4","None","3",.00658,"65.79",#FALSE#,"43.9","43.9","0","1",".25",#TRUE#,#FALSE#,"NA"
"Estes 1","HY_Estes_2028[05]","3",.00157,"15.7",#FALSE#,"12.8","12.8","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Estes 2","HY_Estes_2028[05]","1",.00157,"15.7",#FALSE#,"12.8","12.8","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Estes 3","HY_Estes_2028[05]","1",.00157,"15.7",#FALSE#,"12.8","12.8","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Green Mountain 1","HY_GreenMt_2028[05]","1",.00144,"14.44",#FALSE#,"9.6","9.6","0","1",".5",#TRUE#,#FALSE#,"NA"
"Green Mountain 2","HY_GreenMt_2028[05]","1",.00144,"14.44",#FALSE#,"9.6","9.6","0","1",".5",#TRUE#,#FALSE#,"NA"
"Marys Lake","None","3",.00104,"10.35",#FALSE#,"6.9","6.9","0","1",".5",#TRUE#,#FALSE#,"NA"
"Pole Hill","HY_PoleHill_2028[05]","3",.00403,"40.25",#FALSE#,"26.8","26.8","0","1",".5",#TRUE#,#FALSE#,"NA"
"Williams Fork","None","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#TRUE#,#FALSE#,"NA"
"Alcova 1","HY_Alcova_2028[05]","1",.00218,"21.8",#FALSE#,"14.5","14.5","0","1",".5",#TRUE#,#FALSE#,"NA"
"Buffalo Bill 1","HY_BuffBill_2028[05]","1",.00067,"6.67",#FALSE#,"4.4","4.4","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Buffalo Bill 2","HY_BuffBill_2028[05]","1",.00067,"6.67",#FALSE#,"4.4","4.4","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Heart Mountain","None","3",.00069,"6.9",#FALSE#,"4.6","4.6","0","1",".5",#TRUE#,#FALSE#,"NA"
"Shoshone 1","None","3",.00033,"3.33",#FALSE#,"2.2","2.2","0","1",".5",#TRUE#,#FALSE#,"NA"
"Fremont Canyon 1","HY_Fremont_2028[05]","3",.00352,"35.16",#FALSE#,"23.4","23.4","0","1",".5",#TRUE#,#FALSE#,"NA"
"Fremont Canyon 2","HY_Fremont_2028[05]","3",.00352,"35.16",#FALSE#,"23.4","23.4","0","1",".5",#TRUE#,#FALSE#,"NA"
"Glendo 1","HY_Glendo_2028[05]","3",.0019,"19",#FALSE#,"12.7","12.7","0","1",".5",#FALSE#,#FALSE#,"NA"
"Glendo 2","HY_Glendo_2028[05]","3",.0019,"19",#FALSE#,"12.7","12.7","0","1",".5",#FALSE#,#FALSE#,"NA"
"Guernsey 1","None","3",.00032,"3.2",#FALSE#,"2.1","2.1","0","1",".5",#TRUE#,#FALSE#,"NA"
"Kortes 1","HY_Kortes_2028[05]","3",.00133,"13.3",#FALSE#,"8.9","8.9","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Kortes 2","HY_Kortes_2028[05]","3",.00133,"13.3",#FALSE#,"8.9","8.9","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Kortes 3","HY_Kortes_2028[05]","3",.00133,"13.3",#FALSE#,"8.9","8.9","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Seminoe 1","HY_Seminoe_2028[05]","3",.0015,"15",#FALSE#,"10","10","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Seminoe 2","HY_Seminoe_2028[05]","3",.0015,"15",#FALSE#,"10","10","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Tesla","None","3",.00275,"27.5",#FALSE#,"18.3","18.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Alcova 2","HY_Alcova_2028[05]","1",.00218,"21.8",#FALSE#,"14.5","14.5","0","1",".5",#TRUE#,#FALSE#,"NA"
"Buffalo Bill 3","HY_BuffBill_2028[05]","1",.00067,"6.67",#FALSE#,"4.4","4.4","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Seminoe 3","HY_Seminoe_2028[05]","3",.0015,"15",#FALSE#,"10","10","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Guernsey 2","None","3",.00032,"3.2",#FALSE#,"2.1","2.1","0","1",".5",#TRUE#,#FALSE#,"NA"
"Flatiron 1","HY_FlatIron_2028[05]","3",.00478,"47.8",#FALSE#,"31.9","31.9","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Flatiron 2","HY_FlatIron_2028[05]","3",.00478,"47.8",#FALSE#,"31.9","31.9","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Flatiron 3","HY_FlatIron3gen_2028[05]","1",.00085,"8.5",#FALSE#,"5.7","5.7","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Spirit Mountain","None","3",.0005,"5",#FALSE#,"3.3","3.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Morrow Point 1","HY_Morro_2028[05]","3",.0081,"81",#FALSE#,"54","54","0","1",".5",#TRUE#,#FALSE#,"NA"
"Morrow Point 2","HY_Morro_2028[05]","3",.0081,"81",#FALSE#,"54","54","0","1",".5",#TRUE#,#FALSE#,"NA"
"Tacoma 12","None","3",.00046,"4.6",#FALSE#,"3.1","3.1","0","1",".5",#FALSE#,#FALSE#,"NA"
"Grand Valley 12","None","3",.0003,"3",#FALSE#,"2","2","0","1",".5",#FALSE#,#FALSE#,"NA"
"Fontenelle","HY_Fontenelle_2028[05]","3",.00111,"11.11",#FALSE#,"7.4","7.4","0","1",".5",#TRUE#,#FALSE#,"NA"
"Glen Canyon 1","HY_GlenCanyon_2028[05]","3",.0165,"165",#FALSE#,"110","110","0","1",".15",#TRUE#,#FALSE#,"NA"
"Glen Canyon 2","HY_GlenCanyon_2028[05]","3",.0157,"157",#FALSE#,"104.7","104.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Glen Canyon 3","HY_GlenCanyon_2028[05]","3",.0165,"165",#FALSE#,"110","110","0","1",".15",#TRUE#,#FALSE#,"NA"
"Glen Canyon 4","HY_GlenCanyon_2028[05]","3",.0157,"157",#FALSE#,"104.7","104.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Glen Canyon 5","HY_GlenCanyon_2028[05]","3",.0165,"165",#FALSE#,"110","110","0","1",".15",#TRUE#,#FALSE#,"NA"
"Glen Canyon 6","HY_GlenCanyon_2028[05]","3",.0165,"165",#FALSE#,"110","110","0","1",".15",#TRUE#,#FALSE#,"NA"
"Glen Canyon 7","HY_GlenCanyon_2028[05]","3",.0157,"157",#FALSE#,"104.7","104.7","0","1",".15",#TRUE#,#FALSE#,"NA"
"Glen Canyon 8","HY_GlenCanyon_2028[05]","3",.0165,"165",#FALSE#,"110","110","0","1",".15",#TRUE#,#FALSE#,"NA"
"Flaming Gorge 1","HY_FlamGorge_2028[05]","3",.00561,"56.1",#FALSE#,"37.4","37.4","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Flaming Gorge 2","HY_FlamGorge_2028[05]","3",.00561,"56.1",#FALSE#,"37.4","37.4","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Flaming Gorge 3","HY_FlamGorge_2028[05]","3",.00561,"56.1",#FALSE#,"37.4","37.4","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Blue Mesa 1","None","3",.0044,"44",#FALSE#,"29.3","29.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Blue Mesa 2","None","3",.0044,"44",#FALSE#,"29.3","29.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Crystal 1","HY_Crystal_2028[05]","3",.0035,"35",#FALSE#,"23.3","23.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Towaoc","HY_Towaoc_2028[05]","1",.00121,"12.1",#FALSE#,"8.1","8.1","0","1",".5",#TRUE#,#FALSE#,"NA"
"Lower Molina","None","3",.00049,"4.9",#FALSE#,"3.3","3.3","0","1",".5",#TRUE#,#FALSE#,"NA"
"Upper Molina","None","3",.00086,"8.6",#FALSE#,"5.7","5.7","0","1",".5",#TRUE#,#FALSE#,"NA"
"McPhee","None","3",.00013,"1.3",#FALSE#,".9",".9","0","1",".5",#TRUE#,#FALSE#,"NA"
"Ames Hydro","None","3",.00036,"3.6",#FALSE#,"2.4","2.4","0","1",".5",#FALSE#,#FALSE#,"NA"
